iter	Logloss	Accuracy
103	0.3973837854	0.8393574297
104	0.3965792347	0.8393574297
105	0.3947289891	0.8393574297
106	0.3934779028	0.8393574297
107	0.3916092512	0.8393574297
108	0.3906058806	0.8393574297
109	0.3896284544	0.8393574297
110	0.3886485289	0.843373494
111	0.3872266488	0.8393574297
112	0.3867162502	0.8393574297
113	0.3855055158	0.843373494
114	0.3852462377	0.843373494
115	0.3827756022	0.843373494
116	0.3819244546	0.8473895582
117	0.3818165585	0.843373494
118	0.3811365938	0.8473895582
119	0.3800288015	0.8473895582
120	0.3790743707	0.8514056225
121	0.3783650159	0.8514056225
122	0.3764886419	0.8514056225
123	0.3743929979	0.8514056225
124	0.372951423	0.859437751
125	0.3722275061	0.8554216867
126	0.3716848992	0.8554216867
127	0.3707962552	0.8554216867
128	0.3691925073	0.859437751
129	0.3691337239	0.859437751
130	0.3674109672	0.8634538153
131	0.365620362	0.8634538153
132	0.3635797271	0.8634538153
133	0.3632978935	0.8634538153
134	0.362992978	0.859437751
135	0.3609891908	0.8714859438
136	0.3603158527	0.8714859438
137	0.3592663904	0.8714859438
138	0.3582039696	0.8714859438
139	0.3581926058	0.8714859438
140	0.355779626	0.8714859438
141	0.354705117	0.8674698795
142	0.3541199999	0.875502008
143	0.3527109543	0.8795180723
144	0.350981595	0.8795180723
145	0.3498644434	0.8795180723
146	0.349314884	0.8795180723
147	0.3475068919	0.875502008
148	0.3466001716	0.8835341365
149	0.3460717068	0.8795180723
150	0.3459718759	0.8795180723
151	0.3450629377	0.8835341365
152	0.3450457866	0.8835341365
153	0.3446621276	0.8835341365
154	0.3446319646	0.8835341365
155	0.3430816008	0.8835341365
156	0.3424230333	0.8835341365
157	0.3422626319	0.8835341365
158	0.3414241761	0.8795180723
159	0.340499348	0.8795180723
160	0.3395936534	0.875502008
161	0.3394461916	0.875502008
162	0.3391371174	0.8795180723
163	0.337437509	0.8835341365
164	0.3366551929	0.8795180723
165	0.3358347881	0.8835341365
166	0.3353688581	0.8875502008
167	0.3344091816	0.8875502008
168	0.3340714452	0.8875502008
169	0.333396927	0.8875502008
170	0.3322746546	0.8875502008
171	0.331124958	0.8915662651
172	0.3302152401	0.8915662651
173	0.3289216805	0.8915662651
174	0.3274332007	0.8915662651
175	0.3265852546	0.8955823293
176	0.3262455072	0.8955823293
177	0.3255555918	0.8955823293
178	0.3248372551	0.8995983936
179	0.3242626891	0.8995983936
180	0.3237115976	0.8995983936
181	0.3226898119	0.8995983936
182	0.3225845747	0.8995983936
183	0.3217376371	0.8995983936
184	0.3208935467	0.8995983936
185	0.3203922992	0.8995983936
186	0.3201199621	0.8995983936
187	0.3191064683	0.8995983936
188	0.3189707511	0.8995983936
189	0.3184017872	0.8995983936
190	0.3179144581	0.8995983936
191	0.3168649319	0.8995983936
192	0.315872275	0.8995983936
193	0.3144307754	0.8995983936
194	0.3135488993	0.8995983936
195	0.3119018121	0.8995983936
196	0.3110840595	0.8995983936
197	0.3097466326	0.8995983936
198	0.3096764641	0.8995983936
199	0.3095510346	0.8995983936
200	0.3078470294	0.9076305221
201	0.3072847601	0.9076305221
202	0.3071836661	0.9076305221
203	0.3061890659	0.9076305221
204	0.3055998963	0.9036144578
205	0.3046747613	0.9036144578
206	0.3037848442	0.9036144578
207	0.3028388762	0.9036144578
208	0.301861942	0.9036144578
209	0.3012086135	0.9036144578
210	0.3002417032	0.9076305221
211	0.299793512	0.9076305221
212	0.2988045981	0.9076305221
213	0.2971484738	0.9076305221
214	0.2967715342	0.9076305221
215	0.2966529657	0.9076305221
216	0.2961035924	0.9076305221
217	0.2955202668	0.9076305221
218	0.2949808076	0.9076305221
219	0.2939288249	0.9076305221
220	0.2922889703	0.9076305221
221	0.2922885392	0.9076305221
222	0.292167081	0.9076305221
223	0.2908319892	0.9076305221
224	0.2894589116	0.9076305221
225	0.2894584641	0.9076305221
226	0.2884229221	0.9076305221
227	0.2878490704	0.9076305221
228	0.2878299888	0.9076305221
229	0.2877227096	0.9076305221
230	0.2869725921	0.9076305221
231	0.2858022924	0.9076305221
232	0.2849637999	0.9076305221
233	0.2841306654	0.9076305221
234	0.2837160635	0.9076305221
235	0.2830141767	0.9076305221
236	0.2822660246	0.9076305221
237	0.280488218	0.9076305221
238	0.2803982673	0.9076305221
239	0.279963129	0.9076305221
240	0.2792250464	0.9076305221
241	0.2785532678	0.9076305221
242	0.2783238864	0.9076305221
243	0.2773794378	0.9076305221
244	0.276581824	0.9076305221
245	0.276352907	0.9076305221
246	0.2759459409	0.9076305221
247	0.2758633935	0.9076305221
248	0.2749029555	0.9076305221
249	0.2748025268	0.9076305221
250	0.2738234883	0.9076305221
251	0.2734953662	0.9076305221
252	0.2728683554	0.9116465863
253	0.2718397934	0.9116465863
254	0.2713868811	0.9116465863
255	0.2709127342	0.9116465863
256	0.2702345546	0.9116465863
257	0.2699017414	0.9156626506
258	0.2691741255	0.9156626506
259	0.2677279113	0.9196787149
260	0.2672239679	0.9236947791
261	0.2651683683	0.9236947791
262	0.265072548	0.9236947791
263	0.2643203932	0.9236947791
264	0.2630973509	0.9236947791
265	0.2627745183	0.9236947791
266	0.2622218728	0.9236947791
267	0.2619099216	0.9236947791
268	0.2618356422	0.9236947791
269	0.2609118899	0.9236947791
270	0.2608237375	0.9236947791
271	0.2604846416	0.9236947791
272	0.2603370981	0.9236947791
273	0.2598644408	0.9236947791
274	0.2598637677	0.9236947791
275	0.2594710413	0.9236947791
276	0.258828773	0.9236947791
277	0.2588139114	0.9236947791
278	0.2577144324	0.9236947791
279	0.2574807194	0.9236947791
280	0.2568919782	0.9236947791
281	0.2565366966	0.9236947791
282	0.2563878901	0.9236947791
283	0.2557763536	0.9236947791
284	0.2553583406	0.9277108434
285	0.2548960573	0.9277108434
286	0.2547125911	0.9277108434
287	0.2534530959	0.9277108434
288	0.2528040342	0.9317269076
289	0.2525698174	0.9357429719
290	0.2523656968	0.9357429719
291	0.2516878458	0.9317269076
292	0.2515024369	0.9357429719
293	0.2507078842	0.9397590361
294	0.2496449337	0.9437751004
295	0.2484180881	0.9477911647
296	0.248031035	0.9477911647
297	0.2471207658	0.9518072289
298	0.246326373	0.9518072289
299	0.2456338324	0.9518072289
300	0.2454013993	0.9518072289
301	0.2440322177	0.9518072289
302	0.2437527184	0.9518072289
303	0.2433439485	0.9518072289
304	0.2428772497	0.9518072289
305	0.242476799	0.9518072289
306	0.2420587116	0.9518072289
307	0.2419105019	0.9518072289
308	0.2413331215	0.9518072289
309	0.2407898448	0.9518072289
310	0.2399941552	0.9558232932
311	0.2389705842	0.9558232932
312	0.2387239786	0.9558232932
313	0.2385724977	0.9558232932
314	0.2374613433	0.9558232932
315	0.2370792383	0.9558232932
316	0.2368103594	0.9558232932
317	0.2363027372	0.9558232932
318	0.2358387024	0.9558232932
319	0.2355131252	0.9558232932
320	0.2350323042	0.9558232932
321	0.2347262853	0.9558232932
322	0.2337196532	0.9598393574
323	0.2336203615	0.9598393574
324	0.2332936004	0.9598393574
325	0.2329406351	0.9598393574
326	0.232744944	0.9598393574
327	0.2320347384	0.9598393574
328	0.2313548663	0.9598393574
329	0.2310617771	0.9598393574
330	0.2299098077	0.9598393574
331	0.2297467756	0.9598393574
332	0.2284611988	0.9598393574
333	0.2279509996	0.9638554217
334	0.2278007075	0.9638554217
335	0.2271806707	0.9638554217
336	0.2267764334	0.9638554217
337	0.2266879444	0.9638554217
338	0.2261317598	0.9638554217
339	0.2250576594	0.9638554217
340	0.22421269	0.9638554217
341	0.2230486707	0.9638554217
342	0.2225778147	0.9678714859
343	0.2219522362	0.9678714859
344	0.2218515952	0.9678714859
345	0.2216095862	0.9678714859
346	0.2208624447	0.9678714859
347	0.2201745462	0.9678714859
348	0.2196669636	0.9678714859
349	0.218998082	0.9678714859
350	0.2186821139	0.9678714859
351	0.2185288668	0.9678714859
352	0.2175357679	0.9678714859
353	0.2174311592	0.9678714859
354	0.2172673203	0.9678714859
355	0.2169165592	0.9678714859
356	0.2163489314	0.9678714859
357	0.2157851323	0.9678714859
358	0.2153242065	0.9678714859
359	0.21484152	0.9678714859
360	0.2142251301	0.9678714859
361	0.2137193312	0.9678714859
362	0.2122196413	0.9678714859
363	0.2120525147	0.9678714859
364	0.2117061099	0.9678714859
365	0.2107159446	0.9678714859
366	0.2105371947	0.9678714859
367	0.2102901514	0.9678714859
368	0.2091673911	0.9678714859
369	0.2079552904	0.9678714859
370	0.2073478448	0.9678714859
371	0.2061673327	0.9678714859
372	0.205435783	0.9678714859
373	0.2046049132	0.9678714859
374	0.2043430003	0.9678714859
375	0.2040846645	0.9678714859
376	0.2034992236	0.9678714859
377	0.2034015367	0.9678714859
378	0.2024382259	0.9678714859
379	0.2014477171	0.9678714859
380	0.2009176201	0.9678714859
381	0.199948676	0.9678714859
382	0.1989899953	0.9678714859
383	0.1989022497	0.9678714859
384	0.198639954	0.9678714859
385	0.1981737144	0.9678714859
386	0.1971225824	0.9678714859
387	0.1965297067	0.9678714859
388	0.1961156348	0.9678714859
389	0.1953467757	0.9678714859
390	0.1947633821	0.9678714859
391	0.194530352	0.9678714859
392	0.1934377407	0.9678714859
393	0.1923075816	0.9678714859
394	0.1918804246	0.9678714859
395	0.1912043926	0.9678714859
396	0.1910177291	0.9678714859
397	0.1900583663	0.9678714859
398	0.1898345352	0.9678714859
399	0.1888029088	0.9678714859
400	0.1879885167	0.9678714859
401	0.1878923235	0.9678714859
402	0.187501679	0.9718875502
403	0.1871322655	0.9718875502
404	0.1870040093	0.9718875502
405	0.1864920753	0.9718875502
406	0.1857620694	0.9759036145
407	0.1854082579	0.9759036145
408	0.1852312493	0.9759036145
409	0.1847315811	0.9799196787
410	0.1841744569	0.9759036145
411	0.1836303882	0.9799196787
412	0.1827182103	0.9799196787
413	0.1821283115	0.9799196787
414	0.1811574198	0.9799196787
415	0.1810479784	0.9799196787
416	0.1807566279	0.9799196787
417	0.1806642139	0.9799196787
418	0.1801905235	0.9799196787
419	0.1793786436	0.9799196787
420	0.1792614876	0.9799196787
421	0.1789349333	0.9799196787
422	0.1784220332	0.9799196787
423	0.1773091317	0.9799196787
424	0.1768738039	0.9799196787
425	0.1763507293	0.9799196787
426	0.1756264895	0.9799196787
427	0.1753710924	0.9799196787
428	0.1747828831	0.9799196787
429	0.1745767082	0.9799196787
430	0.1740691214	0.9799196787
431	0.1732935857	0.9799196787
432	0.1727038809	0.9799196787
433	0.1716963875	0.9799196787
434	0.1713227649	0.9799196787
435	0.170388965	0.9799196787
436	0.1693906946	0.983935743
437	0.1691173534	0.983935743
438	0.1683488035	0.983935743
439	0.168287132	0.983935743
440	0.1679907107	0.983935743
441	0.167647218	0.9879518072
442	0.1675065976	0.9879518072
443	0.1666418037	0.9879518072
444	0.1660350476	0.9879518072
445	0.1656283928	0.9879518072
446	0.1651309972	0.9879518072
447	0.1645338519	0.9879518072
448	0.1643579478	0.9879518072
449	0.1639740412	0.9879518072
450	0.1636482639	0.9879518072
451	0.1627661165	0.9879518072
452	0.1621627285	0.9879518072
453	0.1619652205	0.9879518072
454	0.16126546	0.9879518072
455	0.1608642084	0.9879518072
456	0.1607846798	0.9879518072
457	0.1605435821	0.9879518072
458	0.1602804952	0.9879518072
459	0.1592907881	0.9879518072
460	0.1588395364	0.9879518072
461	0.1580569056	0.9879518072
462	0.1570419254	0.9879518072
463	0.1563583753	0.9879518072
464	0.1561305309	0.9879518072
465	0.1556857886	0.9879518072
466	0.1553467153	0.9879518072
467	0.1548426236	0.9879518072
468	0.1544387205	0.9879518072
469	0.1541641255	0.9879518072
470	0.1538795624	0.9879518072
471	0.1535572264	0.9879518072
472	0.1532014455	0.9879518072
473	0.1529174329	0.9879518072
474	0.152763029	0.9879518072
475	0.1526976773	0.9879518072
476	0.1526347371	0.9879518072
477	0.1522460338	0.9879518072
478	0.1520089965	0.9879518072
479	0.1519235556	0.9879518072
480	0.1515554242	0.9879518072
481	0.1512936929	0.9879518072
482	0.1506333873	0.9879518072
483	0.1505180095	0.9879518072
484	0.1501559052	0.9879518072
485	0.1497635958	0.9879518072
486	0.1495455701	0.9879518072
487	0.149252637	0.9879518072
488	0.1489876318	0.9879518072
489	0.1488494975	0.9879518072
490	0.1485145255	0.9879518072
491	0.1484365629	0.9879518072
492	0.1480957363	0.9879518072
493	0.1474316647	0.9919678715
494	0.1472822743	0.9879518072
495	0.1470809915	0.9879518072
496	0.1467229602	0.9879518072
497	0.1463122425	0.9879518072
498	0.1461391945	0.9879518072
499	0.1458184247	0.9879518072
500	0.1455968481	0.9879518072
501	0.1452904644	0.9919678715
502	0.1450790394	0.9919678715
503	0.1449266474	0.9919678715
504	0.1445312384	0.9959839357
505	0.1440335224	0.9959839357
506	0.1437067724	0.9959839357
507	0.1430862565	0.9959839357
508	0.1429872098	0.9959839357
509	0.1423725049	0.9959839357
510	0.1420279855	0.9959839357
511	0.1409743459	0.9959839357
512	0.1402649771	0.9959839357
513	0.1399315142	0.9959839357
514	0.1395584332	0.9959839357
515	0.1394123653	0.9959839357
516	0.1386724296	0.9959839357
517	0.1386043704	0.9959839357
518	0.1382957529	0.9959839357
519	0.1382479912	0.9959839357
520	0.1377428499	0.9959839357
521	0.1373464176	0.9959839357
522	0.1371481044	0.9959839357
523	0.1368846399	0.9959839357
524	0.1363923536	0.9959839357
525	0.1359321922	0.9959839357
526	0.1354078394	0.9959839357
527	0.1350089591	0.9959839357
528	0.1348465752	0.9959839357
529	0.1344661323	0.9959839357
530	0.1339259351	0.9959839357
531	0.1338635688	0.9959839357
532	0.133583508	0.9959839357
533	0.1330549427	0.9959839357
534	0.1322829804	0.9959839357
535	0.1319185344	0.9959839357
536	0.1316328682	0.9959839357
537	0.1310712527	0.9959839357
538	0.1308185236	0.9959839357
539	0.1304572065	0.9959839357
540	0.1298472983	0.9959839357
541	0.1295490057	0.9959839357
542	0.1293640212	0.9959839357
543	0.1292485179	0.9959839357
544	0.1289461205	0.9959839357
545	0.1284223894	0.9959839357
546	0.1278653042	0.9959839357
547	0.1273889014	0.9959839357
548	0.1271394587	0.9959839357
549	0.1268521455	0.9959839357
550	0.1267072192	0.9959839357
551	0.1263609474	0.9959839357
552	0.126022388	0.9959839357
553	0.1257720649	0.9959839357
554	0.1252072255	0.9959839357
555	0.125060246	0.9959839357
556	0.1249380079	0.9959839357
557	0.1247017415	0.9959839357
558	0.124156394	0.9959839357
559	0.123752716	0.9959839357
560	0.1233262464	0.9959839357
561	0.1230532419	0.9959839357
562	0.1228957367	0.9959839357
563	0.1224975721	1
564	0.1222123876	1
565	0.1219204603	1
566	0.1216397658	1
567	0.1213129094	1
568	0.1207571001	1
569	0.1202145363	1
570	0.1195838326	1
571	0.1192940766	1
572	0.1188418508	1
573	0.1183684942	1
574	0.117786519	1
575	0.1173487783	1
576	0.1170437584	1
577	0.1168004819	1
578	0.1164420221	1
579	0.1162337861	1
580	0.1159242512	1
581	0.1156073433	1
582	0.1151316675	1
583	0.1147350286	1
584	0.1145297952	1
585	0.1141848263	1
586	0.1139008669	1
587	0.113691879	1
588	0.1135349705	1
589	0.1131823868	1
590	0.1129717849	1
591	0.1128380525	1
592	0.1123719697	1
593	0.1121990796	1
594	0.1119260819	1
595	0.1116615768	1
596	0.1116236915	1
597	0.1114422907	1
598	0.1112188281	1
599	0.1109830456	1
600	0.1109032374	1
601	0.1106717797	1
602	0.1103947544	1
603	0.1102059741	1
604	0.1100327658	1
605	0.1096631133	1
606	0.1093559831	1
607	0.1091223874	1
608	0.1089301821	1
609	0.1086706243	1
610	0.1084064326	1
611	0.1080224287	1
612	0.1077230068	1
613	0.1076000192	1
614	0.1075006572	1
615	0.107034245	1
616	0.1068110984	1
617	0.1066332908	1
618	0.1064701538	1
619	0.1063839222	1
620	0.106341559	1
621	0.1062066033	1
622	0.1060605175	1
623	0.1058423797	1
624	0.1055021082	1
625	0.1051450391	1
626	0.1048824629	1
627	0.104599176	1
628	0.1043344562	1
629	0.103897421	1
630	0.1038508919	1
631	0.1035077675	1
632	0.1031716932	1
633	0.1030315198	1
634	0.1028818276	1
635	0.1026478905	1
636	0.1026026204	1
637	0.1021945932	1
638	0.102074038	1
639	0.1018407879	1
640	0.101659814	1
641	0.101100378	1
642	0.1009093045	1
643	0.1007635896	1
644	0.100648487	1
645	0.1006013313	1
646	0.1004641739	1
647	0.1003757441	1
648	0.1001190609	1
649	0.09983619235	1
650	0.09975165779	1
651	0.09961605989	1
652	0.09957331476	1
653	0.09955173729	1
654	0.09932888866	1
655	0.09920859215	1
656	0.09898195955	1
657	0.09894176303	1
658	0.09871026238	1
659	0.09862381678	1
660	0.09844096056	1
661	0.0981203815	1
662	0.09785014618	1
663	0.09774878921	1
664	0.09756590512	1
665	0.09732044464	1
666	0.09698326253	1
667	0.09678985818	1
668	0.09646067183	1
669	0.09629658134	1
670	0.09601323705	1
671	0.0958357337	1
672	0.09545804747	1
673	0.09521798	1
674	0.09498586552	1
675	0.09485727937	1
676	0.0948007912	1
677	0.09460294302	1
678	0.09446231567	1
679	0.094411789	1
680	0.09431411671	1
681	0.09405156656	1
682	0.09376928935	1
683	0.09356257695	1
684	0.09334080528	1
685	0.09313791492	1
686	0.09291508514	1
687	0.09278604707	1
688	0.09275548137	1
689	0.09263985381	1
690	0.09242896244	1
691	0.09234693563	1
692	0.09222636788	1
693	0.09195635313	1
694	0.09172852826	1
695	0.09161273235	1
696	0.09149212088	1
697	0.09127357725	1
698	0.09094724475	1
699	0.09086774232	1
700	0.09069875467	1
701	0.09050654611	1
702	0.09014210355	1
703	0.08989489023	1
704	0.0897760997	1
705	0.08970196723	1
706	0.08933139009	1
707	0.08913668558	1
708	0.08888981562	1
709	0.08859844077	1
710	0.08844123785	1
711	0.08841075042	1
712	0.08830155332	1
713	0.0882198224	1
714	0.08812628361	1
715	0.08802144606	1
716	0.08793112651	1
717	0.08784874283	1
718	0.08776414589	1
719	0.08771424752	1
720	0.08757238311	1
721	0.08756300775	1
722	0.08743094914	1
723	0.08726961755	1
724	0.08694837171	1
725	0.08681563539	1
726	0.08656346322	1
727	0.08648233627	1
728	0.08628713681	1
729	0.08610238733	1
730	0.08606887591	1
731	0.08597460097	1
732	0.08577438568	1
733	0.08557224098	1
734	0.08538375265	1
735	0.08526980621	1
736	0.0851179283	1
737	0.08508973287	1
738	0.08503433578	1
739	0.08501589477	1
740	0.08484596793	1
741	0.08467710976	1
742	0.08438978068	1
743	0.08436694543	1
744	0.0842076993	1
745	0.08417502281	1
746	0.0840341978	1
747	0.08390451152	1
748	0.08384463513	1
749	0.08369662219	1
750	0.08350303398	1
751	0.08341186319	1
752	0.08312373361	1
753	0.08297246993	1
754	0.08289386578	1
755	0.08286074683	1
756	0.08259699409	1
757	0.08238681313	1
758	0.08224269618	1
759	0.0821575782	1
760	0.08210413156	1
761	0.08182614819	1
762	0.08169638562	1
763	0.08160877189	1
764	0.08154191102	1
765	0.08131754337	1
766	0.08127077564	1
767	0.08124295032	1
768	0.08110064511	1
769	0.08098022833	1
770	0.08090119135	1
771	0.08087369489	1
772	0.0807939761	1
773	0.08063572677	1
774	0.08050219846	1
775	0.08042049553	1
776	0.08014086809	1
777	0.08005522134	1
778	0.07991461877	1
779	0.07987083356	1
780	0.07981604695	1
781	0.0794645351	1
782	0.07928552215	1
783	0.07894444941	1
784	0.07875608868	1
785	0.07851740936	1
786	0.07840946532	1
787	0.07817418197	1
788	0.07813886832	1
789	0.07782803231	1
790	0.07766995285	1
791	0.07754010177	1
792	0.07737200722	1
793	0.07728068836	1
794	0.07725112899	1
795	0.07699810588	1
796	0.07692221076	1
797	0.07677515667	1
798	0.07663607678	1
799	0.07662240783	1
800	0.07647360204	1
801	0.07642180025	1
802	0.07639949766	1
803	0.07621979096	1
804	0.07605357679	1
805	0.07582986883	1
806	0.07570391448	1
807	0.07563142097	1
808	0.07547804699	1
809	0.07528492296	1
810	0.07522403436	1
811	0.07516967654	1
812	0.07496081923	1
813	0.07477053115	1
814	0.07457722212	1
815	0.07438542792	1
816	0.07436157967	1
817	0.07421104583	1
818	0.07394009719	1
819	0.07388627794	1
820	0.07377773224	1
821	0.07365017435	1
822	0.07359117933	1
823	0.07356386377	1
824	0.07354388102	1
825	0.07347906786	1
826	0.07330885046	1
827	0.07323522106	1
828	0.07308314667	1
829	0.07292176361	1
830	0.07288553676	1
831	0.07278174072	1
832	0.07271176415	1
833	0.0726216842	1
834	0.07260782492	1
835	0.07245014757	1
836	0.07233761662	1
837	0.07219225724	1
838	0.07205367471	1
839	0.07192527169	1
840	0.07177346893	1
841	0.0716291679	1
842	0.07142926762	1
843	0.0711796726	1
844	0.0710606488	1
845	0.07098336528	1
846	0.07092275292	1
847	0.07078634574	1
848	0.0706614887	1
849	0.07036310584	1
850	0.07028714236	1
851	0.07021443552	1
852	0.07019589496	1
853	0.07010131944	1
854	0.07000265241	1
855	0.06985359687	1
856	0.06975413977	1
857	0.06968032397	1
858	0.06960438749	1
859	0.06934269812	1
860	0.06924555584	1
861	0.0691692943	1
862	0.06907115177	1
863	0.06906003752	1
864	0.06879782723	1
865	0.06878613866	1
866	0.06856427608	1
867	0.06847634955	1
868	0.06828119055	1
869	0.06823294439	1
870	0.06812171251	1
871	0.06789033613	1
872	0.06781126265	1
873	0.06774337166	1
874	0.06769747242	1
875	0.06756733688	1
876	0.06753573626	1
877	0.06729623558	1
878	0.06711514277	1
879	0.06697033894	1
880	0.06682274296	1
881	0.06681090462	1
882	0.06678324765	1
883	0.06663378624	1
884	0.06656959952	1
885	0.06652613198	1
886	0.06639756948	1
887	0.06627039585	1
888	0.06618810196	1
889	0.06616178932	1
890	0.06614335235	1
891	0.06605675494	1
892	0.06593302625	1
893	0.06573302345	1
894	0.06569039916	1
895	0.06547396914	1
896	0.06532673526	1
897	0.06528848949	1
898	0.06505792199	1
899	0.06504602197	1
900	0.06485724478	1
901	0.06474339819	1
902	0.06465762476	1
903	0.06462913744	1
904	0.06443068224	1
905	0.06435060982	1
906	0.06410829046	1
907	0.06397891289	1
908	0.06385295146	1
909	0.0638368494	1
910	0.06366713362	1
911	0.06363391922	1
912	0.06361988075	1
913	0.06356328469	1
914	0.06352447879	1
915	0.06341241407	1
916	0.06329285917	1
917	0.06316970071	1
918	0.06315587784	1
919	0.06310535861	1
920	0.06303379277	1
921	0.062963296	1
922	0.06287911773	1
923	0.062856523	1
924	0.06276739183	1
925	0.06259597115	1
926	0.06243828392	1
927	0.06222665606	1
928	0.06212637883	1
929	0.06195888958	1
930	0.06181149287	1
931	0.06170631027	1
932	0.06152752752	1
933	0.06142000286	1
934	0.06137362505	1
935	0.06120543187	1
936	0.06107130431	1
937	0.06099562603	1
938	0.06090444587	1
939	0.06080027494	1
940	0.06078580822	1
941	0.06077833074	1
942	0.06064966469	1
943	0.06059786265	1
944	0.06052046428	1
945	0.06045059234	1
946	0.06031379417	1
947	0.06013248805	1
948	0.05999126471	1
949	0.05988327985	1
950	0.05973524409	1
951	0.05971465274	1
952	0.0595961722	1
953	0.05958039383	1
954	0.05942367069	1
955	0.05934743223	1
956	0.05914675149	1
957	0.05913379637	1
958	0.05904205136	1
959	0.05893354121	1
960	0.05891060045	1
961	0.05881589414	1
962	0.05868280291	1
963	0.05865678082	1
964	0.05853373689	1
965	0.05844524533	1
966	0.05829791689	1
967	0.05825211425	1
968	0.05815473557	1
969	0.05799606066	1
970	0.05795778833	1
971	0.0577944149	1
972	0.05770265631	1
973	0.05769750411	1
974	0.0576904403	1
975	0.05763472028	1
976	0.05751155991	1
977	0.05736446733	1
978	0.0573320625	1
979	0.05725999803	1
980	0.05721680627	1
981	0.05708238166	1
982	0.05697745318	1
983	0.05689340267	1
984	0.05671372696	1
985	0.05654619463	1
986	0.05651154146	1
987	0.05645443997	1
988	0.0562829461	1
989	0.05627390193	1
990	0.05613114101	1
991	0.05606825282	1
992	0.05605448359	1
993	0.05599573885	1
994	0.0558945969	1
995	0.05577515686	1
996	0.05569159121	1
997	0.0556507055	1
998	0.05546283966	1
999	0.05538053476	1
